run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.accuracy,params.model_type,params.n_estimators,tags.mlflow.runName,tags.mlflow.source.name,tags.mlflow.source.type,tags.mlflow.user
6b6417bfe72a4bfc9f5b3869b14c382a,229885467265834607,FINISHED,file:///content/mlruns/229885467265834607/6b6417bfe72a4bfc9f5b3869b14c382a/artifacts,2025-07-23 18:41:35.930000+00:00,2025-07-23 18:41:42.370000+00:00,0.8228888888888889,LogisticRegression,,LogisticRegression,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
ddf78fc488014094943e3174d64d88bc,229885467265834607,FINISHED,file:///content/mlruns/229885467265834607/ddf78fc488014094943e3174d64d88bc/artifacts,2025-07-23 18:39:54.048000+00:00,2025-07-23 18:40:00.418000+00:00,0.9285555555555556,LogisticRegression,,LogisticRegression,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
f4cbc69900cb4d5f8cbc64bc9761b54e,229885467265834607,FINISHED,file:///content/mlruns/229885467265834607/f4cbc69900cb4d5f8cbc64bc9761b54e/artifacts,2025-07-23 18:39:45.558000+00:00,2025-07-23 18:39:54.031000+00:00,0.9285555555555556,RandomForest,100,RandomForest,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
feb11ed8c1c34f2f97b26b0bf6fbc0f0,229885467265834607,FINISHED,file:///content/mlruns/229885467265834607/feb11ed8c1c34f2f97b26b0bf6fbc0f0/artifacts,2025-07-23 18:30:13.165000+00:00,2025-07-23 18:39:43.777000+00:00,0.9285555555555556,LogisticRegression,,illustrious-bug-735,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
f4833e2124634686bedd6ef1a6253574,229885467265834607,FINISHED,file:///content/mlruns/229885467265834607/f4833e2124634686bedd6ef1a6253574/artifacts,2025-07-23 18:23:27.248000+00:00,2025-07-23 18:23:35.876000+00:00,0.9285555555555556,RandomForest,100,nervous-fowl-431,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
7008c4a858be4d7eb1e7dcc4753b6feb,229885467265834607,FAILED,file:///content/mlruns/229885467265834607/7008c4a858be4d7eb1e7dcc4753b6feb/artifacts,2025-07-23 18:23:19.274000+00:00,2025-07-23 18:23:25.228000+00:00,,,,adaptable-fox-584,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
f6145cfae7e645d482e5be19e54bf420,229885467265834607,FAILED,file:///content/mlruns/229885467265834607/f6145cfae7e645d482e5be19e54bf420/artifacts,2025-07-23 18:22:48.385000+00:00,2025-07-23 18:22:48.396000+00:00,,,,whimsical-finch-729,/usr/local/lib/python3.11/dist-packages/colab_kernel_launcher.py,LOCAL,root
